0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.43470535,-0.09942238,0.22081654,-0.3714115,2.3413966,1.8283763,1.0283914,1.2434866,0.8780062,-0.081605926,-0.2245498,-0.17307696,-0.9506926,1.9735318,-0.22814503,1.3520594,-0.16200577,1.3501736,-0.31444845,1.64816,-0.048084207,-0.38462844,-0.81333476,1.0983108,1.0945972,-0.25017667,1.1822053,0.024809238,0.07136229,-0.5324718,-0.5783012,1.3197448,-1.4887697,-2.2880054,1.8652391,-0.58243996,0.02395204,-1.7946185,-0.8530297,-0.47191918,-0.65201515,1.1937646,0.05241647,0.8373936,-0.033587012,-0.9177254,0.4771759,0.088837504,-1.0596268,-0.39999956,0.15475433,-0.19889484,-1.0336131,-0.93366814,-0.36035442,-0.24342334,-1.590156,-0.44698295,0.1772836,-0.88304204,-0.7731826,0.9810498,0.6300498,0.14692374,-0.13621166,-0.46909192,-1.1176131,-0.9213826,-0.12891425,-0.16404288,-0.6863211,0.73234963,0.009800168,0.8284474,0.20153464,-0.17314014,1.5578729,0.7615083,0.056826316,-0.6470697,2.0933762,-0.24890171,-0.4178867,0.868677,0.1853229,-0.83594275,-0.3844584,0.24509686,-0.4221453,0.17238146,0.7044719,0.6889482,-1.4070616,-0.89830726,-0.4252818,-0.9670895,0.7421497,1.0231316,-0.4981883,-0.39731786
-0.65427595,0.73327786,0.5212888,-2.049349,0.70455736,-0.23355684,1.6139125,-1.2590256,-0.45351788,2.3577075,0.003962116,1.4925182,-0.6701782,-1.1753457,0.7828218,0.19209284,-0.10667013,-1.6206014,0.89639825,0.022158412,0.72337466,-1.6361164,0.18135616,0.30639586,-0.66961986,-1.4043,0.13005519,0.9466784,-0.31377855,0.71991056,-2.8480835,-1.0444934,0.26714814,-1.7367672,-0.8386176,1.0238,-0.123159476,1.4542302,2.1678367,-0.6908316,1.4223994,-1.6071072,-0.85737383,0.041627686,-0.36185446,0.3339801,-0.10406453,-0.22329237,-1.0629951,0.45828548,-0.81341094,0.9480432,0.6634566,0.86201113,-0.1943355,0.7355254,2.740202,0.9514957,0.3177141,0.23938386,-0.90944785,1.1232529,0.11521258,0.36087084,0.11759662,0.12438792,-2.0900052,0.5881261,-0.2446404,-0.014087824,0.13524492,-0.7629231,-3.0198321,-0.17184845,0.18055588,-0.4240342,0.58047754,-1.7398545,-0.33279324,0.8954957,-0.3498013,-0.15969546,-0.22338372,-0.62480056,1.1684794,0.4186948,-0.8117371,-2.2834246,-1.0299283,0.5105554,0.9237081,0.88695675,-0.13833277,-0.7776362,-0.6682476,1.662491,-0.7580855,0.68301755,0.1196103,-0.45632675
-0.28819537,-0.39887115,-1.3217952,-2.0104988,0.41888043,-1.3533722,1.3239859,0.597326,1.4837501,0.52230406,-1.859931,-1.2876846,-1.2225426,-1.9252032,0.11310276,0.62429136,0.21591151,0.5056206,-2.129158,-1.1813816,-0.9083232,0.2534617,0.6529357,0.82756907,0.5984256,-0.70438796,0.713203,1.0015706,0.04425555,1.1790128,1.6103612,-0.67486215,1.1739511,-0.46801665,0.5144653,0.5434753,0.5077278,2.1018045,-2.2001145,-0.8826409,-0.5204297,0.99942607,-0.4500504,0.29086325,0.43128756,0.9400465,0.9724066,-0.6182068,0.58448964,0.5340275,1.0558906,0.67048603,0.0035306849,-1.8126531,-0.06490992,-0.12730023,0.5032972,2.6507978,1.3512706,1.2496741,-1.0412031,0.5064371,1.3760242,-0.84822303,-0.6285433,-0.05230697,-0.17177837,-1.1572003,-0.8308199,1.2783064,1.488392,0.60821855,-1.7130606,0.3853428,0.21557471,-0.24779521,0.542034,-0.1043238,-0.95461375,1.0710895,-0.5127258,-0.13072568,-0.5583281,0.54813683,-2.014181,0.6843107,-1.3854591,0.70314217,-0.5935468,1.0469648,-1.7649688,0.6479155,0.70776767,-0.8125682,-1.9358844,-1.0555117,-0.11038154,1.1544322,-0.92076665,-0.7328547
0.79452634,-0.9372073,-0.10890382,-0.5446299,0.7382925,0.11459213,1.1766356,-0.4088184,0.7040982,-0.047352474,0.067236334,-0.4551094,-1.944204,0.36133638,1.0280452,0.018481288,-0.6829844,0.6306496,-0.42790422,0.7583147,0.19338593,-0.48890397,0.9562052,-2.2063212,0.6321532,0.9196146,-0.07360303,-0.33266234,1.8734347,-0.69847673,0.06683352,0.6801311,0.5846299,-0.15992805,-0.67517054,1.2149801,-0.20795326,-1.9175191,0.52957946,-0.6510144,0.72286993,1.2235045,-1.3000964,1.2894613,1.8972532,0.6667511,0.22189213,-0.4519735,0.49043748,-1.7336713,0.2458043,-0.21345618,-0.71584225,-0.6073231,-0.2728443,-0.11849136,0.5619018,1.300141,0.35779336,-0.6206619,-1.1713635,-0.3222115,-0.84610295,0.11096816,-0.08686926,0.6108163,1.8118165,0.28194916,0.47403094,1.7363259,-0.86433375,-0.983429,-1.4465948,-0.16291279,-0.10954743,0.33673966,-1.4394224,0.24344184,-1.0387697,0.389723,-1.7088017,0.55911785,1.0296143,-0.10548248,0.2077319,0.64785403,-1.4821573,1.2016201,0.54063916,1.6067455,1.1890162,0.17322248,-0.3321484,0.40047523,0.15668705,-0.18622416,-0.94608825,-1.3502723,-1.1032237,2.0385966
-0.16073793,-0.60921574,-0.5230236,0.042805754,0.71062875,-0.72443014,-0.076153874,-1.1380262,1.981991,0.73935694,-0.65087754,0.37506416,0.23574376,2.7213624,-0.10737762,0.19908851,1.7817506,-0.9314583,1.1746012,0.9731062,0.4141027,0.5363691,1.9061428,-0.4793197,-0.57879955,0.89082915,0.6210468,-1.0512861,0.48598135,-0.34795913,1.3896753,-0.052031886,-0.040627055,1.2368209,1.1416785,-0.18939073,-1.0765691,1.0818381,-1.2739959,0.16576432,-1.556896,0.91234523,-1.3740948,1.508547,-0.19555771,0.90444297,2.2983727,1.4508449,0.055967264,0.9236299,0.25908366,1.7249959,-0.40727377,0.3725895,0.03188607,-1.1855232,-0.52104557,-0.90717196,2.6894777,-1.3975134,-0.9369223,-0.8524136,0.5705477,1.4415467,-0.027180623,-0.05058198,0.5805542,-1.04492,0.7111121,-0.11568094,-0.098743856,-0.23423146,-0.40302953,-0.2388366,-0.20508628,-0.34278944,1.5655006,0.68332195,-0.4352092,0.08850933,0.7865038,-0.76237875,-0.58497673,-0.03394336,-0.45008615,-0.051670652,-0.75609654,-1.4685395,1.3434423,-1.5433998,0.20774138,-0.7210476,-0.005462925,1.4968287,-0.26326978,0.93324405,0.38350427,-0.07541097,-0.144783,0.732071
-0.118662216,-0.21049625,-0.7121811,-1.5840178,-0.8037585,-0.6756291,-0.4073858,0.5376035,0.9941638,1.0575858,-0.07405777,0.5696839,0.29444072,1.1409376,0.12676416,0.2077858,0.9613927,1.4522668,-0.42933652,0.90838176,1.110489,0.69382244,-1.1021457,-1.5464727,-0.055341918,-0.40023497,-0.31525034,0.4116334,0.72521377,-0.46843016,-0.025956584,-0.8232065,0.40297753,-1.522575,-1.5999538,-0.11828031,0.2697911,1.4012053,-0.7437225,0.9307293,2.1405604,-0.25490445,0.4516635,-0.6896367,-1.9609371,-0.561725,0.32799563,-1.1748141,0.33400476,0.5237189,-1.1790825,-1.2348373,0.031203983,-1.1193037,-0.6894652,0.57517684,-0.6381667,0.3730362,1.4203092,0.056538485,-0.28955644,0.2428814,0.5571901,0.20396905,0.76098347,0.9176871,-0.9906725,1.2052197,0.29869804,1.0345969,-0.44675586,1.5647103,0.88929474,-0.17025964,-1.4477963,-0.04071355,1.8432292,1.7311554,0.56418717,-0.53416795,0.36332875,0.5933677,0.531479,-0.52710116,0.6337864,1.061918,-1.171286,0.6262584,0.047846176,1.1406237,-0.9046429,0.92531455,-1.2501198,0.95646477,0.3140471,0.00045123632,-0.2011838,-2.050258,0.5184652,-0.82683504
2.2770474,-2.2861528,0.12393386,0.35294685,0.57338667,-0.054706402,0.70006704,-1.5238919,0.40656647,1.0610899,-1.0185887,0.11308202,0.49425134,1.8903484,1.2741568,-0.62114596,-1.3985454,0.34336492,-1.1922228,-0.79592556,-0.8300225,-1.6373593,0.37882134,0.7313476,0.104460604,-0.09518729,2.207465,1.3650619,2.0256238,-0.058660764,1.1468989,0.00833661,1.8097687,-1.9058986,-0.74812144,0.07868774,0.12326612,-0.27596372,0.25525784,-0.9805348,0.4756906,0.031981558,1.2989874,-0.3768046,1.7261024,1.359388,-0.33416066,-0.116583005,-0.49574068,0.87073076,0.048114434,-0.44165003,0.5734526,0.21550246,-0.35044056,-0.29720455,-0.53629893,-0.37214753,0.7176683,0.70569557,-0.98406476,0.55961186,0.099691115,-0.84560186,-0.2666399,-1.1955094,-0.55259687,-1.7492168,0.34767368,-1.3858784,0.855827,0.81100065,0.7509356,0.26045877,0.8386136,1.1998084,0.88206935,1.2480087,0.51813626,-0.7736373,0.4394909,0.26504114,-2.15657,0.55930924,-1.6737725,-0.265316,0.5639349,0.30035388,0.07891437,0.44948456,1.3486264,-0.040973634,0.56031936,-1.8550721,0.14275885,1.8085669,-0.22851586,-1.2657238,-1.221437,-0.81166667
1.0338742,1.2344456,-0.69159836,-0.68625706,0.6411313,-0.23824565,-0.6693712,0.65229064,-0.23626448,0.3646686,-0.27881005,-1.117659,-0.060251065,1.4857856,-0.64480144,1.9498473,0.23284698,0.45806903,0.27660626,-0.44279245,-1.1751661,0.52128094,0.840777,0.3953962,0.7527954,0.8728411,0.94270545,0.56833094,-0.4498539,1.2120457,0.42923713,-0.5896965,0.9245962,1.012581,1.230939,0.029651038,-1.0087489,-1.3452904,-0.6886112,0.056089796,0.2732612,0.661955,0.74629605,0.78180426,-1.0028005,1.1366557,0.15559332,-0.36767522,1.0440035,0.0902715,1.7366883,0.49641114,-0.47981486,0.20072311,-1.105066,0.83988047,-1.1483294,-0.7366486,0.3979901,1.4647502,0.80288446,0.6508109,1.6512039,-1.4478197,-0.78054476,-0.7580085,1.0951713,-0.08361922,0.4535539,1.1960279,-0.72185016,1.0373996,-0.44401655,-0.73572767,-0.32399166,-0.3893433,0.2612704,0.62590224,1.8499203,1.8701277,-1.4434941,0.79929954,-0.21658523,-1.5452743,-0.2541273,0.9724077,0.10827299,-0.8475116,-0.81150234,0.5732072,-0.16426452,-0.24111408,-0.18529698,-1.0918188,0.08508635,-0.027544258,-1.4230598,1.0417033,-0.5631697,0.084795795
-0.17265798,-0.26028916,1.4374758,1.1496211,-0.9269304,1.0022651,0.14791283,-0.23955493,-1.8236587,-0.745625,-0.43881318,-0.06864156,1.0977383,0.6010193,-0.39641792,0.520524,1.982569,-1.5670462,0.8582468,-0.36604056,-0.37156934,0.22696343,-0.021107374,0.1570533,0.3278339,-0.343708,0.49927393,-0.12096086,0.51239496,-0.40583578,0.09931568,0.42586774,-0.46711805,0.6499261,0.37563348,-0.69909704,0.6566401,1.7742866,-1.0491587,0.2777924,0.35585326,0.60916615,-0.85486114,-0.012116221,-1.4724394,-0.10355441,0.2644979,-0.1372836,0.10277399,-1.4187776,0.8694782,0.8986496,-0.4923406,-1.8184742,0.1721256,-0.563245,-0.15619911,0.30754194,1.0963565,-0.8012379,0.45169783,1.911947,0.4855959,-0.4475716,-0.16162026,-1.428444,-1.5043764,-1.360117,0.65796083,-0.47303563,2.3044283,-0.23617925,0.61339873,-0.6192415,0.32459235,0.57310945,-1.0075077,1.1778768,-0.25937223,-0.18471,1.485499,0.69618607,-0.56949073,-1.262869,-0.661798,-0.3019897,-1.0413789,-0.51775646,0.019788325,0.40716463,1.9774027,1.4503891,-0.09394306,-0.40810338,0.033566773,-0.12653694,-0.49493653,0.12068844,2.015665,-1.9991227
1.0655172,-0.50295216,-0.57747006,-0.022256725,-0.365241,0.13008602,1.1107676,-0.89679,0.7972983,-0.91235685,-0.10203729,-0.2098484,0.26386,-0.71728784,-0.040304046,-0.055089742,-0.016924022,-0.23493154,-1.8510361,1.1767681,-0.4756518,-1.0014205,-0.6528959,0.4254232,1.0095935,0.61180675,-0.5366466,0.020972103,0.7382348,2.7939858,-1.2261257,-0.13256322,0.56360817,1.8236717,-0.6670199,-1.0847981,1.0989555,-0.032775182,-0.4146378,0.38486716,0.75398695,0.64034647,-0.14821427,-0.64175045,0.7736818,0.28054634,-0.9282417,0.6437025,-0.41219264,-1.182115,1.2230096,-0.10038502,0.51941484,-2.8194451,0.3498115,0.23744935,-1.0566213,-0.35845864,-1.5260779,-1.1550164,-0.43761617,-2.401393,1.4688171,0.7462003,-0.37603056,0.50776285,-1.209556,-0.0560888,1.5352118,-0.6132395,0.22887264,1.5566211,0.7114539,-0.19089511,1.1076055,0.06319515,0.03481603,-0.79529524,-0.2760249,1.692394,-0.31850913,-0.5798634,-1.7866093,1.3401812,0.016981112,0.28978154,-0.121200375,-2.0839987,1.2967203,-1.188427,0.8401579,0.68499684,-1.7560611,-0.38145214,-0.3265476,-0.64425045,0.23083955,0.5967515,-0.97485435,0.04038438
