0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.44639233,-0.791312,1.4080808,0.006809569,-1.7627974,-0.06875182,1.2642877,0.8594996,-0.11810076,-2.1295147,-0.20485641,-0.77301615,0.35113633,-1.4935063,1.4767592,-1.960248,0.17913614,-0.5701789,-0.8617696,-1.7388945,0.57980424,0.59037995,-0.048007812,0.24780592,-1.3593497,2.214117,0.4858471,1.4860744,-0.3934392,0.5267803,-1.6796647,1.9096991,-0.24453759,-0.46285987,-0.45267037,2.0096018,0.15187941,-1.7805002,-1.1614112,1.0537474,-0.619164,-1.2101847,1.0986539,1.343859,-0.54802287,2.041983,0.2285166,-0.4455486,0.8698729,-0.33490312,0.5957964,-1.1696678,-0.12338399,-0.9860898,-0.4266166,-0.93379647,-0.30887473,-0.17956051,-0.57605845,-1.4422938,0.581379,0.8042652,-1.5689061,-1.2470572,0.21297197,0.46054992,1.9838886,1.4846917,-0.8839491,1.2978008,1.0766357,0.92840785,-0.598167,-0.9586922,0.04706346,0.32044956,0.31298953,-0.2676164,0.07993401,1.266823,0.9433569,-0.025375988,-1.1817008,-0.52713287,0.6078024,-1.09159,0.4443662,-1.1336442,-1.1026093,-0.39082682,0.76912075,0.8651418,1.2840725,-0.91320014,-0.9447288,-1.2748487,-0.50478935,-0.23568326,-0.60802716,1.3215075
0.39368883,0.8136533,-0.15454459,-1.6275933,1.1797945,0.24613084,-0.14225417,0.62821054,0.17736366,0.55804116,0.418466,0.09699568,-1.5001324,1.3857441,-0.14116915,-0.7659929,-2.2992878,0.6736034,-0.28739262,-0.881632,2.1483324,-0.13902308,0.36198932,0.136183,-0.20869932,1.6362789,0.57039803,0.05868239,1.1475042,-0.39614025,0.5169456,0.04909198,0.08134174,-0.666917,0.59600914,-1.3479522,0.80824184,0.6605468,2.1390507,0.5462249,-0.40718308,0.09788947,0.33815736,-2.0257194,-1.041187,0.8705723,-1.7005453,0.69341934,-1.3944349,-0.6234898,0.43413514,0.1619516,-0.018230395,0.004386454,-0.1457324,1.2011518,-0.22234689,-1.2211765,0.95283395,-0.6202112,1.1910123,-0.30056748,-1.0657551,-0.45173514,0.79893774,2.2277112,0.44380754,2.2140658,-0.85858846,1.4027163,-1.2846955,-1.2631018,0.9990844,-0.9533516,-0.67317355,2.9242792,0.764956,1.1762494,-0.4770841,-0.71142024,-0.07537937,-0.37961403,0.71129113,-0.95555055,-0.77764046,-1.4551623,1.3302693,-0.6438162,-0.18264477,0.79755336,-1.5448004,0.53989387,-0.7780812,0.7652494,-0.9528755,0.26623932,1.110868,-0.14718628,0.5779544,0.75164425
1.6653473,-0.74204063,0.018371774,-1.8000885,-1.3990853,0.46559918,0.8274211,2.0146215,-2.1297297,-0.36392584,0.5163258,1.7510087,0.6408382,1.7137533,0.4742556,-0.2876682,0.30304688,-0.958168,0.087924466,-0.04933827,-0.01299969,1.1280777,-1.1179253,-1.0259806,0.27216634,-1.9967738,-2.0835903,2.651131,0.46817738,1.0569125,-0.060885515,-0.61158115,0.3251092,-0.35327715,0.09809195,0.055455845,-0.38771868,-1.084274,0.14802285,0.76581657,-0.3818908,-0.89029354,1.4893245,-0.08136804,-0.14027946,1.7949948,0.13651316,0.79952544,0.2327523,1.0414612,1.0574468,-0.4100512,0.7264761,0.49089825,0.11553759,0.2488206,1.5264325,-0.07880325,0.8199351,-0.05653681,-0.7698048,0.284686,1.1971333,-2.1184044,1.9117305,0.8523704,-1.9679639,1.2543756,0.58608776,0.031204516,-0.29193905,1.2802318,3.1351547,0.086767845,1.5299668,-0.6247143,0.7541251,0.4528428,-0.8535345,1.1755797,0.86570317,1.238348,-0.55432576,0.55439013,-0.03348949,1.1988574,1.3305124,-1.638293,-0.07704232,0.750884,0.69999933,-0.21817507,-0.52990216,-0.93188596,-0.18566832,0.30164522,-1.1534196,-0.13051154,0.69402725,0.40883762
-1.701963,-0.53800076,-1.0525428,0.73496526,-0.011038344,-1.1686101,1.5242349,-1.6709805,0.8367315,1.4773813,1.4207414,-1.8420607,1.0492041,0.7563001,-1.2516253,0.35662463,0.4491641,0.31912184,-1.0794241,0.117306374,-0.47620887,-0.5711866,-1.0702156,2.543756,1.7794508,-0.83152,0.21430488,-0.8179962,0.07458486,0.2909333,-0.8129941,-0.0877329,-0.48452735,0.85261023,0.32057285,-0.19172923,0.230886,-0.93073815,-0.13561742,-0.106833436,-1.4989736,0.5938548,0.2152117,1.066523,-1.017968,-0.24942432,0.9672404,1.7703813,-1.1365862,-1.5415261,0.784523,0.4932929,-0.70616716,-0.23379226,0.89528406,0.4592258,0.23130947,2.0291736,0.4638792,0.32761773,-2.0657985,2.5651023,-0.015260428,-0.09109629,0.8814857,-0.4549636,0.85792345,2.394627,-1.7460647,0.5404275,0.2855552,0.3177327,-0.29970694,-1.3192972,-1.0119979,1.9744695,-0.41104957,0.88593376,3.014675,1.5624804,-0.1706927,1.7437334,0.093281895,-0.8796426,0.009019744,0.029711481,0.17641993,-0.31462133,0.2901382,-0.012722092,-0.31814504,0.7197204,-0.60337305,0.80586624,-1.6041584,0.006818403,0.18988337,0.23268609,-0.9223662,0.63756156
-0.91714793,1.3742367,-0.14361066,-0.88509053,-1.1703745,-0.030162666,1.4935752,0.40833297,-0.16797839,-0.14238134,-0.9589078,-2.1749182,0.13040575,-1.76926,-0.8855589,-0.5088599,1.6197237,1.4884357,0.08004813,1.6006271,0.21026598,0.57412606,0.7157714,1.9315581,0.74405634,0.10642655,0.94290864,-0.23711708,0.3715915,-0.026681907,0.83133376,-0.68826216,-0.8400424,-1.2393537,-1.0283247,-0.35063088,-0.085182495,-0.62298805,-0.85454327,0.23904255,-0.74494004,-0.70286375,2.1028497,-0.84965366,-1.5063022,0.16063192,1.1814923,1.5267482,0.30980206,0.033105455,0.8623819,-2.156843,0.22636463,0.60956645,-0.1537172,1.2551297,0.8355111,0.81170714,-0.07010349,-0.48326367,0.05203198,-0.23745534,-0.8753152,0.6994446,-0.1567902,-1.2709947,-0.5439242,0.2758422,-0.53373206,0.41227,-1.3248435,1.0981766,0.6735743,-2.128025,0.28111562,-0.6635887,-0.76315343,0.810371,-0.3226224,0.8706191,0.5337967,3.1168063,-0.5327357,2.2023826,0.4424657,0.12505208,0.8254213,0.5597359,-0.30587786,-0.89806145,-0.4851457,-0.71605706,0.66118485,-0.40817642,0.3258102,1.0623485,1.2253731,-1.9279143,-0.042202257,0.3074493
-1.320683,-0.2168891,-0.12861563,-0.67677045,0.7066924,-0.98511666,-1.0089478,1.0230147,-0.015422545,-0.6555383,1.4014082,-1.0897259,0.7188909,-0.93961185,1.4345587,-0.11234917,-0.44652522,0.7213783,0.5241015,0.7198031,0.791536,-0.71424425,-0.2729449,0.68827355,-0.15949714,0.09895977,0.3982283,-0.7567084,-0.09355436,1.2680142,0.865445,-0.35675487,0.687245,-1.1520249,-0.41841117,1.1252067,0.9022785,-0.59578764,1.7788278,0.5718948,-2.2632387,0.16905925,-1.5715926,1.1860027,-1.8871993,0.01919885,-0.60324365,0.402306,-0.22302169,0.7637123,-1.6343739,-1.030429,0.40273088,-2.764303,-1.3468825,-1.2152313,-0.06034234,2.147551,1.5574776,1.0390472,1.3468825,-0.9881808,1.8524041,-0.32805485,0.06656682,-1.2615014,0.49496785,-1.256779,-0.22982538,0.49679643,-1.2227018,0.001848056,0.9092844,1.0731863,-0.3501622,-1.4333714,0.9871812,0.59086925,-1.4405032,-0.06893732,-0.6389852,0.69562197,0.13756245,0.6277011,-0.58819705,0.639589,0.33074835,0.5870557,0.7177335,0.5277604,0.5219653,-1.251638,-1.2340848,0.32609397,0.76510745,0.5084585,0.8136209,1.6718252,0.91662705,-0.73307604
-0.38379413,-0.40060365,1.7274079,-1.1399344,-2.0671706,1.8682309,-0.76491016,-0.93282294,0.09417915,0.37106895,0.093703546,0.93936676,1.115339,-1.5588487,0.0033585324,-1.6540856,1.2806327,0.25941244,-0.32288763,-0.3614028,-1.621,0.50828266,0.3067993,2.4691799,1.9552321,1.3010732,1.229507,-1.573538,0.9366965,-0.6363735,1.0942531,0.618058,-0.09603561,0.81619763,-0.0070815845,-0.54891723,0.7204451,-0.46578804,-0.30057147,-1.4117291,0.4871141,1.1388173,-0.9407889,0.48112327,-0.71042985,0.47666287,1.7777293,2.1509702,-0.4886327,0.6662089,-0.8964271,-1.7380047,-0.8576322,-1.0440115,1.1961043,-1.3236283,0.27845556,1.2260767,-0.9946666,0.56184304,0.23318413,0.28867322,-0.87392455,1.9287661,1.2413067,-0.15183085,0.35398045,-1.2702862,-1.3956561,0.88193244,-0.703869,-0.05604065,0.26549613,-0.8814737,-0.048170127,-1.7729768,0.30446863,0.8895632,-0.21891011,-0.42906013,-1.5167482,2.296932,-0.49079368,1.8727865,0.5222033,0.14794968,1.6044617,0.23201592,1.304656,0.53859866,0.7844241,-1.4809141,-0.37951672,-1.7184598,-2.0594,-0.092691,-0.10679452,0.2773687,-0.39004982,-0.3841923
-0.30317798,0.46956256,-1.3952086,0.6594205,1.0051554,-1.1587965,0.03671977,-0.4014336,0.023125162,1.2500988,0.07822728,-1.2757109,-1.4586391,-1.0417694,-1.2452729,-0.042270306,1.8989807,0.74397516,-0.18069099,1.6723692,1.818542,0.6845682,0.69896924,0.23184986,-0.902577,1.5894686,0.03684507,-0.48368436,-0.14634289,-0.38215634,0.121810965,1.7906975,1.1023223,0.71653426,0.00955081,-0.12244332,-0.26342428,1.4933145,1.2981697,1.4862009,-0.12748244,-0.95417327,-1.7749522,-1.27666,0.71442807,1.848248,1.1374472,0.7306012,-0.38504323,-1.4094601,1.4694017,-1.4269242,-0.34497193,-0.6724481,-0.51749694,0.52440274,-1.4360441,0.53983086,0.016213672,0.104041345,-0.789714,0.41689733,0.83847255,-0.25891027,-0.41072512,0.9407434,-0.8590816,-1.9839991,0.8270561,-3.114048,0.48980856,-0.2755013,-0.75310385,-0.65687805,-0.8683856,-0.43627626,-1.0068818,-1.1293945,-1.9537497,-0.14539008,-1.1024202,-2.1100562,0.37739748,-0.14483102,0.19459839,1.7889689,-1.9465802,0.8095764,0.96356714,-0.2902447,-0.45332095,-0.15204428,1.1788588,0.72171915,-0.054297943,-2.0309587,1.2808256,-0.9407922,-0.55539566,0.58652896
1.5266905,-1.059426,-0.056132786,0.11325469,0.9732031,-0.3637054,-0.9228289,0.77737445,1.212855,-1.246096,1.0770899,-0.54181707,0.8323914,-1.4280638,0.6890402,0.112338856,-0.37175077,0.7626656,0.25185195,-0.1094572,-1.584268,-0.06720738,-1.2013711,-0.15835376,0.5965085,0.13352107,0.5686804,-0.10840295,-0.2671988,-0.46255654,-0.4600348,-0.94564676,0.66215414,0.8807678,0.97027594,-0.8908223,-0.27425733,-0.7940536,-0.84776825,0.470282,-0.29002902,0.8646742,3.3644564,-0.16703105,-0.9409876,1.0149909,1.717835,-0.4413924,0.92498803,-0.2740466,-0.88277245,0.46796048,-2.0898395,0.45016786,-0.19209844,0.2636301,1.7492445,-0.65242064,-0.15536243,-0.43871644,-0.574197,0.21052188,-0.9122826,0.19398125,-0.8173708,-0.5319581,-0.41877007,1.6441734,-0.48116902,-1.2028487,-0.70956576,-1.7592973,0.48621237,0.50652754,-2.5204487,-1.2466038,-0.44546655,0.2605257,0.06391783,-1.1134727,-1.4025967,-0.6363165,0.039361555,0.49279928,-1.6910492,0.2932649,0.49530578,-0.9814104,-0.13942225,-0.5920098,0.9438777,-2.3734267,0.16089018,0.8173173,0.46199432,-0.1089084,1.0421839,1.3678881,-0.62065697,0.22258273
-0.06798514,-0.42247003,-1.8941333,-0.26025456,0.91759783,-0.024386967,0.5072056,-0.3275839,-0.6656384,0.0340572,-0.306788,0.70917386,-0.8312281,1.0548606,1.0946034,0.4310504,-2.062374,0.4451672,0.633014,0.74968153,-0.16161114,1.065877,-1.1270478,-0.93508476,0.6149176,0.2474655,-0.43142486,-0.82288116,-0.28863326,0.313412,-0.36169988,-0.11807879,0.6156504,0.50454426,-0.08736321,-1.4398034,-0.17607127,-0.9247004,0.2714632,-0.81282556,-0.7472885,1.3159056,-0.17270945,1.149487,0.79994226,1.8846061,0.3211665,2.2106638,-0.33729205,-1.1160278,0.098498866,0.789274,-1.2289872,-1.0414324,1.2958308,0.17641586,1.617096,1.3850309,1.5853158,-2.2450585,0.3159558,0.41842553,-0.7695557,0.8217933,1.453642,-1.5655279,-0.541387,0.73741776,-0.33123234,2.4826798,0.34754497,-0.22800988,-0.53621113,0.6897324,3.8435779,0.5537926,1.1520656,1.2604024,0.9014345,1.2012436,-0.73377985,0.8788118,-1.4712558,0.43729672,-1.0477988,-0.5773034,1.6948668,0.7363335,-0.6462929,-1.6429204,0.6767315,-1.1138879,1.2238108,-0.02462835,-1.1011646,-1.8126041,-1.2980914,1.7324859,-0.33431146,0.53039765
-0.92780966,-1.2917551,-1.0247004,-2.4020276,-1.2024992,-0.41614634,0.27330238,-0.8318812,-0.3060868,-0.82670236,0.8368078,0.7346653,-0.56863815,-1.6922367,-0.18800463,0.6777963,-1.7279927,-2.347622,0.8507164,0.5360276,0.4750612,0.59674484,0.103881866,-0.21253748,-0.9002544,0.38430414,1.2641551,0.8587232,-0.5241206,1.0917052,0.19935778,-2.445602,-0.018044952,0.24616838,-1.6707791,1.7504342,-1.2245206,-0.7814258,-0.18459576,0.04821479,1.102696,-1.1221799,-0.09562889,0.36423782,-1.8851427,-0.28752905,-0.006842643,-0.20222524,-0.1587696,-0.6495961,-0.943147,-0.21684164,-0.4246246,0.5942936,-0.2985534,0.36764768,0.038005617,-1.9149958,-0.7700535,1.5012854,2.0444272,-0.44561818,0.22482534,0.011208823,-0.9644722,1.3207254,1.7259873,-0.054642256,-0.84793645,0.31554037,-1.7950356,-1.0312309,-1.5091387,1.0364245,-0.6803227,0.1241839,0.14843772,-0.19070171,-0.7892898,-1.1131881,0.12469135,0.114492685,-0.09023823,-0.40568244,1.972131,-0.5855428,1.0615897,-0.6059539,-1.6333503,0.9726733,0.63218135,0.98716515,0.4304,-2.042475,0.77548414,0.67834026,1.0195463,-1.2798716,0.8838923,-0.981083
