0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.03829519,-1.1400642,1.3542254,0.86017597,0.33922514,2.624947,0.06606808,0.15067628,0.0041600345,-0.20063598,0.46252856,-0.40459642,-1.5185654,-0.093993716,0.25777248,0.117383316,1.1111175,0.041146416,-1.538365,0.26279244,0.9205025,1.2729588,-0.63057196,0.7278225,1.0797058,-0.027889717,-0.49196622,-1.7697003,-0.578481,-0.14245398,-1.9230541,-0.6889572,-0.37507793,0.7153772,1.2022504,0.3462341,-2.0317893,-0.45031214,-0.24818258,0.4368723,-0.28064308,1.3852054,2.1888835,-0.82040024,-2.2284493,-0.13733403,1.8995107,-1.5460877,0.88893825,-0.7015154
-0.4893769,-1.8224957,-0.8233539,0.53347665,-2.2704053,0.57883817,-0.5066733,0.18171252,-0.91638494,-0.7331137,-1.4888026,-1.5027475,-1.1548498,-0.32835534,0.65977865,-1.8971246,-1.4455534,0.78987396,-1.8768709,0.66737443,0.344969,0.26042435,1.6662992,-0.5536203,-0.52574444,1.112538,3.3091486,-0.56600934,-0.7242117,-1.4709457,-0.7627712,-0.54347086,0.31707937,-1.0243504,2.1312819,-0.89337844,2.2450776,1.8608974,-0.40621448,0.16857526,-1.9994992,1.2724179,-0.4110018,-0.21064596,-0.8485891,1.1519922,0.528763,-0.24610753,1.7021407,1.3538586
0.85538274,-0.3383857,-1.7213326,1.0189476,-0.006120815,0.4006861,0.69084984,2.642963,-0.12594326,-1.2792115,-0.00019939311,-0.86819136,0.19450818,0.53758806,-0.2411964,1.014453,1.2491173,-0.21606782,-0.15199481,0.6155463,-1.4640096,-0.55985445,-0.54168606,-1.0236113,-0.13615216,-0.40965527,1.6404818,0.19311538,0.6812783,1.3481052,0.5904023,-2.0650725,-0.38498348,1.7476346,-0.15468368,0.29876378,-1.8729036,-0.05357009,0.28427196,0.13155112,-0.244488,0.17748156,0.41856435,-0.29121158,-1.2845414,0.30553013,0.14653663,-0.864578,0.23460838,-0.085228145
0.13154897,0.7873992,0.063413836,0.70876664,0.107223466,1.7477893,-2.2545278,0.8969018,-0.569451,1.0338111,-0.5316793,1.544382,-0.5937464,-0.15049149,-1.2258153,-0.701182,-0.58080477,-1.0115422,-1.8852637,-0.5767543,-0.34624887,0.1581422,1.1224765,-0.3762261,-0.5778435,-0.0009530435,0.44928867,0.9958809,-1.5478419,-1.5016959,-1.7591373,-1.1488897,0.027041323,0.107507095,-0.46119985,0.7586036,0.46815503,-0.0883642,-0.14969847,1.3488694,0.6154119,1.2703109,-0.97254056,1.5345193,1.4863352,-2.4584887,-0.616585,1.6301168,-0.84764165,0.6204559
0.24010788,-0.58234274,-0.2642924,0.34623405,0.18341026,-0.76462376,-3.6570961,0.94561666,1.4481962,0.59488887,-1.0386207,-0.60854805,1.6246488,0.031009339,-0.9314554,-0.7627198,-1.4431609,2.048662,-1.0761367,0.7105275,0.7035316,0.35222745,1.64466,-0.03151574,-0.13795213,-0.4331873,-0.28580007,2.8574722,-0.5642368,-0.3098251,-0.5290221,-0.2893759,1.661355,-0.41477072,-0.13623214,-0.9000846,-0.5978147,-0.38055724,0.12963156,-1.3816476,0.24681586,0.14333048,0.19893287,0.10328137,-0.62243855,-0.90087515,1.1170623,0.14362577,-2.2282271,-0.71360105
0.100081064,-0.3096877,-0.10434509,0.23094936,0.25971016,-0.2741409,-0.43024972,-1.4760541,-0.43692577,-1.1239947,-1.2015933,-0.6117009,1.2523997,0.1280784,-0.4312997,-0.6151602,-0.86417013,-0.30617872,-0.7625038,0.46724,0.24718823,-0.91398954,-1.1902224,0.7253809,-0.31192002,-0.15263613,-2.501152,-0.62378836,-1.061245,-0.11066306,-2.563626,0.5824523,-1.6052648,0.19546928,-0.028100288,1.4761182,-1.4290704,0.41922414,-0.41023436,-0.060358863,0.9809637,0.7327197,0.80922496,0.49981523,-1.2151057,-2.301657,1.1247796,0.5049757,-0.9300142,1.2163436
-1.1546924,0.22483979,0.15760471,-0.7582745,2.4842522,-0.37696606,-0.36967197,-0.10395303,0.5585421,-0.31517744,-0.6274884,-2.5088747,1.241137,-0.36306775,0.7633866,0.6829229,0.020237958,-1.107543,0.20623598,-0.10090835,-1.0291741,1.0446069,0.04859119,-0.3852044,0.69386977,0.74604225,0.6116822,-0.55724305,1.1107507,-0.95522904,-0.20057692,-0.5331978,0.7162487,-0.098958954,0.3456163,-0.58234054,0.37339327,-0.92487407,-1.0918682,-0.29889804,0.9173293,-0.44167972,-0.2096206,-0.33205947,-0.4447619,0.081016995,-0.6538946,1.6830283,1.1459473,-1.0907707
-0.076022595,0.8447895,-1.5014658,0.43634164,0.15761456,1.2246723,-0.72323614,2.6425676,-0.38853526,-1.3759383,-1.8140752,0.1759378,0.4325346,1.6576246,0.020130124,-0.0020030567,1.1833427,0.8964907,0.07435605,-0.5099286,1.0961612,1.7646704,-0.30060378,-1.3992358,-0.5401172,-0.61558986,-1.1456783,0.47801915,1.6572223,1.1308345,-1.0332738,0.9906536,-1.6810544,-0.6223095,1.7570031,0.08799663,0.32662416,1.4515479,-1.5122298,-0.2341737,-0.29060155,0.32340798,-0.082309216,0.94238055,-0.75527066,-0.6046237,1.4330077,0.9763691,-0.84188235,-1.7362477
1.2525796,-2.0242484,-0.38040203,0.6028489,-0.112188384,1.2714896,-0.732439,0.3956128,0.066925,-0.7062805,-0.83977157,-0.4297715,-0.17829838,-0.6406746,-0.5278365,-0.898515,-0.04354332,-1.0707829,2.5886486,0.6419966,-0.73501074,-0.051418517,-0.07572413,-1.9122658,-0.81552076,0.13625063,-0.67387223,-0.21379335,1.794296,-0.7304696,-1.4503558,0.03443059,-1.0278121,-0.41525364,-0.22235347,-0.809374,0.4065445,-1.7919644,0.3901329,-0.34781405,-0.25980452,0.48907384,-1.49395,-1.0874913,0.39415732,0.9192887,-0.5985653,0.05821643,1.182707,0.89467573
-1.9921985,-0.57064277,-0.55367726,-0.8903631,0.16868459,-0.039590925,1.0687821,0.54664224,2.2021341,-1.392212,-2.1607828,0.08981076,0.17767166,0.7159521,0.11425859,-0.09232576,-0.9292515,0.39362422,0.54986817,0.8782227,-0.5445587,0.81125224,0.763422,-1.2321666,0.909571,-0.5058817,0.65344614,0.139408,-0.3622176,-1.6979271,0.4586233,-0.10770656,-0.39855346,-2.0527503,0.21247524,0.20460875,-0.36171708,0.90515816,0.98376137,0.08709798,-0.39451304,-1.084398,-0.4894017,-0.011037781,-0.7451738,0.10684765,-2.2117696,0.5786787,0.12069128,-1.1161027
0.23840886,-1.0344188,-0.120247066,-0.63468856,0.069040045,-0.37411615,-0.93164194,0.63978964,0.37608382,-0.70381093,-1.7974375,-0.39626905,0.4128474,-0.28639302,0.4266982,0.45214316,0.094104916,2.818613,-1.9977983,-0.10685845,0.53407454,-0.2249205,-0.5671562,1.1549381,1.362048,0.5597605,1.1772609,1.098514,1.0846173,0.1012974,0.6111117,-0.6459789,0.6672156,-0.35992572,-0.36352736,0.33150476,-0.02976183,0.73589635,1.1059576,-0.99833786,0.67865956,-0.29370663,-1.6964366,-0.64288807,0.40986672,0.8617755,0.31908,-0.09443617,-0.79397595,0.8950005
0.20362902,-0.16512698,2.2485301,0.92502683,0.53056365,0.64563656,0.8124876,0.13446736,2.191068,1.6388019,-0.2802154,0.8845276,0.37549895,0.2425437,-1.6929607,1.2493062,0.92991406,-0.19569822,-0.3394744,0.5490877,1.3212383,0.09260857,0.9711534,-0.370217,1.2479135,-1.952895,-0.9535817,-0.02533233,2.2318113,0.3505091,0.007127415,-1.2835188,-1.1419216,-0.9649101,1.8136326,-0.40334252,0.38366118,-0.70443195,-0.73054725,-0.028549308,1.4865433,-0.081901066,-0.9454234,0.75679916,1.0026538,-1.5393571,-0.5537975,0.6527432,-0.5889155,-0.77778405
-0.025903651,0.57226825,-1.7120061,0.5473855,-0.38914117,-0.035367414,2.0339696,-0.39344403,1.8054383,0.33376056,0.9219852,-0.2624552,-0.22107197,-0.21535616,-2.123426,-1.3818889,-0.42742753,-1.8482318,0.030705739,-1.7276202,-0.57986456,-0.29937014,0.28226063,1.2781893,-1.3152018,0.34371012,0.63233817,-0.47856826,-1.2440788,-0.7651587,1.5258207,-1.6681383,0.78607583,1.3249086,-1.7042322,-1.2850957,0.7226747,0.839371,2.8019252,-0.5500603,0.19877848,1.2138069,1.0347713,-0.38040093,0.8129521,-0.13582909,-1.7551703,1.3083756,0.43968326,-1.6705883
0.0016252542,-1.6838299,-0.44396278,0.026300415,-0.045179345,2.158173,0.15872854,-0.0047979737,-0.9826706,1.8077247,0.92089766,-0.4358289,-0.14206819,-0.25190037,-1.8132342,1.9366007,-1.2413255,0.577283,-1.1963972,0.24002418,0.87527627,-0.40434343,-0.032777052,-0.30453813,1.1628958,0.97836626,-1.0855854,-0.2754616,-0.5203789,1.0447371,-0.6950873,0.8060173,1.0375477,0.32206517,-1.0456395,-1.2821132,1.3304971,0.586117,0.62378263,0.08598957,0.094293,0.8952877,-0.18036763,-1.5305305,-0.2467388,0.41884568,1.5831031,0.56705785,1.4501024,-0.43450996
-0.2002794,1.0146388,-0.38582098,0.9814718,1.7460492,-0.39782476,-0.95809513,2.0569897,0.41482165,1.6920826,-0.87564176,-0.32462093,1.1692982,0.37542614,-0.11597824,-1.1826813,1.5212172,1.8100629,0.567066,0.1932001,0.3089755,-0.051635597,1.4377176,-1.3880054,0.30813092,-0.47120386,0.27425846,-1.2030276,-0.10681894,1.4241935,-0.32809097,0.14180997,-0.1985831,0.9511851,0.9842282,-0.571476,-0.90433383,1.0585814,-1.8664236,-0.14329712,-1.0643661,0.759445,1.0634096,-2.453122,0.8926467,0.5494026,-0.29481342,-1.4918253,-0.3155924,0.48925105
0.101767436,-0.22394915,-0.026587663,-0.025087181,0.7348937,0.13531399,0.735863,-0.0056749643,-0.49009225,0.15270217,0.6715725,-0.8105865,1.8749353,0.83260024,-0.23337479,0.8960258,1.2000197,0.018525109,-1.6859876,1.170621,0.16946,-0.06923634,0.12849548,0.15303594,0.1791686,-1.4145987,-0.16820695,-1.2831833,-1.5622315,1.0898176,-0.6023527,-0.96039176,-0.1937407,-0.4121134,2.2209003,0.5166786,-0.25256446,0.45542702,0.36748526,-0.5095015,-0.41094482,-1.3946694,0.033705316,-1.0987283,0.5197299,0.81806415,-2.08729,-0.23295932,-0.9450593,-2.1877236
0.26029798,-0.46254346,1.5222815,-0.7139843,-1.8290666,0.07138862,-1.4705832,0.32960367,0.22928187,-0.47791675,0.94834596,-1.593059,0.2998746,0.9025608,1.2631791,-1.12615,1.5101793,0.5471732,-0.43032107,-1.3719954,-0.17747341,0.14645447,0.9654271,0.8260998,-1.2044799,-0.11207175,0.7762966,-1.2737575,1.6750325,-1.5035034,-0.012543518,-0.935821,-1.2698675,-1.1398724,-0.015313931,-0.8126162,0.098518744,0.3213431,2.4213307,-1.0409485,-0.29501274,-0.283275,-0.7272545,0.12736294,-0.4436571,-2.1341524,-0.70419276,-0.7090005,1.1434689,-0.10816133
-0.57209396,1.0015458,-1.1917672,-1.305042,0.99973166,0.18456581,-0.30504158,0.7055418,-0.29517546,0.6655873,-0.90426445,-0.3899545,-0.6711527,1.9329232,-1.22427,-0.4406472,-1.7401658,-1.7662144,0.38233238,-0.5570898,0.019001363,-0.4726621,0.9673466,0.95039034,-2.197521,-1.3549626,-0.40136144,1.8688467,-0.86990905,-0.94072527,0.68876034,-1.0908341,0.82970786,-1.2379432,1.6277167,0.25253874,-2.8720238,0.696682,-0.937427,1.5939925,0.18520331,1.261686,-0.9808901,1.0174211,-1.1514168,0.4530327,0.43198782,0.055953376,0.14574814,-0.19581862
1.5710609,0.9114315,1.4880315,-0.37418944,2.300669,-0.96357375,1.111734,2.446914,0.04379126,0.07113285,-1.615346,-2.0807803,0.915543,0.98583156,0.8267615,1.419109,-2.1482506,-1.1571962,0.3667533,-0.30894297,1.6414492,-0.35619673,0.7657426,-1.5630913,0.22823201,0.43169165,2.1629167,-1.0688139,0.64041287,0.6085114,0.13246922,1.1626824,-0.54711556,-0.16085352,-1.3755708,0.4870232,-0.1595621,-0.4521584,-0.8705494,-0.28914088,0.92148936,0.46427017,-0.4969577,0.3897082,0.21519776,-0.9142804,-0.22426943,0.7594925,-0.08382301,-0.20962764
-0.2649075,2.6914687,0.081566036,-0.9031202,-0.8157052,-0.9745737,-1.6320896,-0.28199023,0.7573706,-0.42728993,-1.719207,1.2568681,-1.1845968,-0.23977531,0.28245103,1.0852033,2.0770674,0.5212805,1.7055054,0.26277873,-0.62617147,0.8968105,1.3019766,0.8322551,2.6596565,0.28965726,-1.1766027,1.3202089,-0.6676374,0.5280979,-0.02444263,-0.1444631,-0.7396092,-2.3590217,-0.4156835,1.4100716,-1.1540813,-1.0484663,0.5490762,-1.0431117,-0.23028068,0.3906097,-0.69428575,0.74620545,0.75457406,1.298173,-1.0374845,0.3485124,0.71663994,-0.1730783
-0.6361807,0.050119292,-2.0503678,0.455682,0.41377643,-0.35603312,-0.35115942,-0.23017125,0.9849865,-2.1204581,0.2933049,0.521471,-0.7935548,-0.982002,1.1014129,-1.557656,-1.8372535,0.3519238,-0.28701156,-0.07150705,-0.67976904,-0.61903197,0.098469466,0.90567267,-1.7743801,-1.4111004,-1.352474,-2.213864,0.061449364,-0.123378456,-0.20505348,-0.8299427,-0.42387673,1.5331962,-0.73219556,0.16411223,-0.2645001,-0.5561583,-0.445233,0.5470815,-1.1678818,-0.28552482,-1.2016977,0.7602859,0.028209548,0.036985222,0.6133645,1.614248,0.32244724,0.62701714
-0.6441762,0.109578244,0.14117779,-0.41907743,0.082054526,0.14307345,0.16687122,1.5485171,0.46294022,-1.107088,0.7138998,-0.75835216,-0.6670993,-0.9043249,-0.65474045,1.3294109,-0.7551486,-2.7152343,1.5869782,1.1446755,1.6545495,0.9157035,0.5905931,0.610731,-1.2183578,0.6157696,-0.39883193,0.41596323,-0.11676541,-0.7931432,0.30111903,0.11736984,-1.0644461,-1.6263396,-1.7921324,0.23394966,-0.1369602,-2.062619,0.15334094,-0.26814115,-0.27929577,0.5204704,-0.96405315,-1.1402329,1.5774006,-0.4063198,-1.9058522,1.1934001,-0.077248715,-0.20417392
0.28505933,-0.13288815,1.2365204,-0.32850084,0.0757297,0.890876,1.2418233,2.1081998,1.0257086,1.9778646,-1.7749094,-0.66063285,1.0529846,-1.1473902,-0.6721723,-1.1458024,-2.308768,1.3667735,0.19174565,0.014647836,-1.3292297,0.3181869,0.037700973,1.4354839,-0.040861912,-1.4392829,1.1724913,0.10919705,-1.0672526,0.48062155,0.055460047,0.8940767,-2.7043705,-1.4884592,-0.3759437,0.5395733,-0.40447724,-0.15275173,0.3507557,-0.864544,0.6316088,-0.600247,2.142492,0.1625872,-0.8443233,-1.5457767,0.15307799,-1.602556,-0.69438314,0.11684259
-0.015756581,0.54889244,-0.1003911,1.4837937,-0.6997255,2.009894,-1.9666462,0.17696483,-0.32373756,0.2647267,0.7873156,0.6131927,-0.0060021826,0.6614597,-1.4944587,-0.42156643,-0.73214847,0.11787307,1.6469189,-1.0970577,-1.4115,1.3080789,-0.048597272,-1.7203196,-0.18066798,-0.19797118,-1.3870479,-1.5515507,-0.47718227,-1.1725904,1.5344466,-1.1243321,0.91495544,-1.2460777,0.1343844,-1.141356,-0.012218947,1.4650751,-0.059123304,2.2294044,-0.79168826,0.64567554,0.78167987,0.4313727,0.18454547,0.27650353,0.43627664,1.7990658,0.038260482,-1.5451801
0.4100163,-0.5674147,0.7491695,-0.9694237,-0.17755535,-0.04048993,0.16306435,2.6042697,0.2481365,0.78244567,-0.553329,1.0057104,-0.07807622,1.144241,-0.8239922,0.43881273,-1.1230291,-0.5585389,-1.1250584,1.4213166,0.59623903,0.43107244,-0.3553399,1.2922451,0.09791661,-0.86681813,-0.71201175,-0.4727088,3.1963322,-0.26389366,-0.310259,0.22033907,-1.8929468,-0.9308078,-1.4411743,1.32123,0.09403873,2.5535486,1.1224529,-0.7346941,-3.9685798,-0.74704796,0.12252214,-0.39707476,1.0066224,-0.6161371,0.33788466,-0.4697505,-0.32218334,0.80856913
-0.66257805,0.21739358,-1.6196003,1.0073493,1.5685123,-2.099289,1.8988256,-1.669585,-0.22170481,0.6380937,-0.597057,-0.11578988,2.5129328,0.35636416,-1.7095996,-0.8084278,2.2791529,0.5954017,-0.42309278,-0.64350885,-0.334378,1.0096718,-0.41915464,0.015451368,-1.8603519,-0.837487,2.08664,0.09483094,-0.96102357,0.8034853,0.5678575,-2.0839434,0.6033663,-0.5316725,-0.7318204,0.15538245,-0.85227156,-0.6962266,0.8699613,-0.13766594,-0.66651696,0.5204023,-0.7078855,0.07125921,0.036819752,0.8401233,-1.0451683,0.3441983,-0.7066377,-0.57222545
-0.05649747,0.9082488,0.31574646,0.9051528,-0.7903634,-0.07463743,-0.2952099,0.042653367,0.24386713,1.2139795,-0.043203656,-1.0062191,0.57838076,-0.21709093,1.2601372,0.3589115,0.41766205,-5.476484e-05,1.0971314,-0.4059139,0.8240895,0.2883315,-1.3871044,-0.42399803,1.569538,-1.5451313,-1.5959446,1.158013,0.9281308,-0.18906419,-0.45593554,2.6868038,-0.69733953,-1.0080904,0.4665951,2.6469522,1.5196179,-1.0006117,0.5359373,-0.15083718,0.36462402,-0.07360906,0.5908098,-0.87038934,0.5708989,0.51563716,-0.058249976,1.779598,0.7315946,0.7134131
